# MSTAGAT-Net Experiment Results
# Format: [Timestamp] Model | Dataset, Window, Horizon, Ablation, Seed | Metrics
# ================================================================================
[20260201_221624] EpiDelay-Net | Dataset: australia-covid, Window: 20, Horizon: 3, Ablation: none, Seed: 5 | MAE: 67.3731, RMSE: 213.8955, PCC: 0.9985, R2: 0.9878
[20260201_222000] EpiDelay-Net | Dataset: australia-covid, Window: 20, Horizon: 14, Ablation: none, Seed: 5 | MAE: 182.8501, RMSE: 535.4867, PCC: 0.9917, R2: 0.9235
[20260201_222001] EpiDelay-Net | Dataset: australia-covid, Window: 20, Horizon: 7, Ablation: none, Seed: 5 | MAE: 84.6186, RMSE: 257.2897, PCC: 0.9965, R2: 0.9823
[20260201_222702] MSTAGAT-Net | Dataset: australia-covid, Window: 20, Horizon: 7, Ablation: none, Seed: 5 | MAE: 205.2484, RMSE: 559.5459, PCC: 0.9894, R2: 0.9165
[20260201_222800] MSTAGAT-Net | Dataset: australia-covid, Window: 20, Horizon: 14, Ablation: none, Seed: 5 | MAE: 263.2153, RMSE: 695.9640, PCC: 0.9817, R2: 0.8708
[20260201_222854] MSTAGAT-Net | Dataset: australia-covid, Window: 20, Horizon: 3, Ablation: none, Seed: 5 | MAE: 129.8596, RMSE: 351.1750, PCC: 0.9971, R2: 0.9671
[20260202_174805] EpiSIG-Net | Dataset: australia-covid, Window: 20, Horizon: 3, Ablation: none, Seed: 5 | MAE: 45.4158, RMSE: 146.3862, PCC: 0.9991, R2: 0.9943
[20260202_180250] EpiSIG-Net | Dataset: australia-covid, Window: 20, Horizon: 3, Ablation: none, Seed: 5 | MAE: 41.3695, RMSE: 138.6211, PCC: 0.9990, R2: 0.9949
[20260202_181740] EpiSIG-Net | Dataset: australia-covid, Window: 20, Horizon: 14, Ablation: none, Seed: 5 | MAE: 103.2149, RMSE: 363.7758, PCC: 0.9924, R2: 0.9647
[20260202_181804] EpiSIG-Net | Dataset: australia-covid, Window: 20, Horizon: 7, Ablation: none, Seed: 5 | MAE: 100.3498, RMSE: 293.6266, PCC: 0.9974, R2: 0.9770
[20260202_183459] EpiSIG-Net | Dataset: australia-covid, Window: 20, Horizon: 3, Ablation: none, Seed: 5 | MAE: 71.6046, RMSE: 248.7534, PCC: 0.9970, R2: 0.9835
[20260202_185240] MSTAGAT-Net | Dataset: australia-covid, Window: 20, Horizon: 3, Ablation: none, Seed: 5 | MAE: 52.5414, RMSE: 189.5244, PCC: 0.9980, R2: 0.9904
[20260202_190557] EpiSIG-Net | Dataset: australia-covid, Window: 20, Horizon: 14, Ablation: none, Seed: 5 | MAE: 149.8849, RMSE: 504.1480, PCC: 0.9859, R2: 0.9322
[20260202_190614] EpiSIG-Net | Dataset: australia-covid, Window: 20, Horizon: 5, Ablation: none, Seed: 5 | MAE: 172.7128, RMSE: 510.3673, PCC: 0.9940, R2: 0.9305
[20260202_190723] MSTAGAT-Net | Dataset: australia-covid, Window: 20, Horizon: 14, Ablation: none, Seed: 5 | MAE: 199.2991, RMSE: 572.5670, PCC: 0.9861, R2: 0.9125
[20260202_190734] MSTAGAT-Net | Dataset: australia-covid, Window: 20, Horizon: 5, Ablation: none, Seed: 5 | MAE: 101.5302, RMSE: 327.6177, PCC: 0.9952, R2: 0.9714
[20260202_191907] EpiSIG-Net | Dataset: australia-covid, Window: 20, Horizon: 14, Ablation: none, Seed: 5 | MAE: 149.8849, RMSE: 504.1480, PCC: 0.9859, R2: 0.9322
[20260202_191927] EpiSIG-Net | Dataset: australia-covid, Window: 20, Horizon: 5, Ablation: none, Seed: 5 | MAE: 172.7128, RMSE: 510.3673, PCC: 0.9940, R2: 0.9305
[20260202_192041] MSTAGAT-Net | Dataset: australia-covid, Window: 20, Horizon: 14, Ablation: none, Seed: 5 | MAE: 199.2991, RMSE: 572.5670, PCC: 0.9861, R2: 0.9125
[20260202_192052] MSTAGAT-Net | Dataset: australia-covid, Window: 20, Horizon: 5, Ablation: none, Seed: 5 | MAE: 101.5302, RMSE: 327.6177, PCC: 0.9952, R2: 0.9714
[20260202_194524] MSTAGAT-Net | Dataset: australia-covid, Window: 20, Horizon: 3, Ablation: none, Seed: 5 | MAE: 52.5414, RMSE: 189.5244, PCC: 0.9980, R2: 0.9904
[20260202_194619] MSTAGAT-Net | Dataset: australia-covid, Window: 20, Horizon: 3, Ablation: none, Seed: 10 | MAE: 62.3250, RMSE: 193.3992, PCC: 0.9979, R2: 0.9900
[20260202_194730] MSTAGAT-Net | Dataset: australia-covid, Window: 20, Horizon: 3, Ablation: none, Seed: 20 | MAE: 72.1724, RMSE: 224.6027, PCC: 0.9982, R2: 0.9865
[20260202_194905] MSTAGAT-Net | Dataset: australia-covid, Window: 20, Horizon: 3, Ablation: none, Seed: 30 | MAE: 74.6248, RMSE: 241.6413, PCC: 0.9974, R2: 0.9844
[20260202_194933] MSTAGAT-Net | Dataset: australia-covid, Window: 20, Horizon: 3, Ablation: none, Seed: 42 | MAE: 49.8021, RMSE: 161.5470, PCC: 0.9990, R2: 0.9930
[20260202_195059] MSTAGAT-Net | Dataset: australia-covid, Window: 20, Horizon: 3, Ablation: none, Seed: 45 | MAE: 65.5141, RMSE: 207.8613, PCC: 0.9982, R2: 0.9885
[20260202_195234] MSTAGAT-Net | Dataset: australia-covid, Window: 20, Horizon: 3, Ablation: none, Seed: 100 | MAE: 42.0322, RMSE: 107.7801, PCC: 0.9988, R2: 0.9969
[20260202_195401] MSTAGAT-Net | Dataset: australia-covid, Window: 20, Horizon: 3, Ablation: none, Seed: 123 | MAE: 48.4584, RMSE: 164.6618, PCC: 0.9985, R2: 0.9928
[20260202_195517] MSTAGAT-Net | Dataset: australia-covid, Window: 20, Horizon: 3, Ablation: none, Seed: 500 | MAE: 70.0971, RMSE: 221.1148, PCC: 0.9981, R2: 0.9870
[20260202_195614] MSTAGAT-Net | Dataset: australia-covid, Window: 20, Horizon: 3, Ablation: none, Seed: 1000 | MAE: 43.9878, RMSE: 152.3160, PCC: 0.9986, R2: 0.9938
[20260202_202241] MSTAGAT-Net | Dataset: australia-covid, Window: 20, Horizon: 3, Ablation: none, Seed: 5 | MAE: 52.5414, RMSE: 189.5244, PCC: 0.9980, R2: 0.9904
[20260202_202334] MSTAGAT-Net | Dataset: australia-covid, Window: 20, Horizon: 3, Ablation: none, Seed: 10 | MAE: 62.3250, RMSE: 193.3992, PCC: 0.9979, R2: 0.9900
[20260202_202435] MSTAGAT-Net | Dataset: australia-covid, Window: 20, Horizon: 3, Ablation: none, Seed: 20 | MAE: 72.1724, RMSE: 224.6027, PCC: 0.9982, R2: 0.9865
[20260202_202630] MSTAGAT-Net | Dataset: australia-covid, Window: 20, Horizon: 3, Ablation: none, Seed: 30 | MAE: 74.6248, RMSE: 241.6413, PCC: 0.9974, R2: 0.9844
[20260202_202729] MSTAGAT-Net | Dataset: australia-covid, Window: 20, Horizon: 3, Ablation: none, Seed: 42 | MAE: 49.8021, RMSE: 161.5470, PCC: 0.9990, R2: 0.9930
[20260202_203022] MSTAGAT-Net | Dataset: australia-covid, Window: 20, Horizon: 3, Ablation: none, Seed: 45 | MAE: 65.5141, RMSE: 207.8613, PCC: 0.9982, R2: 0.9885
[20260202_203333] MSTAGAT-Net | Dataset: australia-covid, Window: 20, Horizon: 3, Ablation: none, Seed: 100 | MAE: 42.0322, RMSE: 107.7801, PCC: 0.9988, R2: 0.9969
[20260202_203616] MSTAGAT-Net | Dataset: australia-covid, Window: 20, Horizon: 3, Ablation: none, Seed: 123 | MAE: 48.4584, RMSE: 164.6618, PCC: 0.9985, R2: 0.9928
[20260202_203919] MSTAGAT-Net | Dataset: australia-covid, Window: 20, Horizon: 3, Ablation: none, Seed: 500 | MAE: 70.0971, RMSE: 221.1148, PCC: 0.9981, R2: 0.9870
[20260202_204543] MSTAGAT-Net | Dataset: australia-covid, Window: 20, Horizon: 3, Ablation: none, Seed: 1000 | MAE: 43.9878, RMSE: 152.3160, PCC: 0.9986, R2: 0.9938
[20260202_205258] MSTAGAT-Net | Dataset: australia-covid, Window: 20, Horizon: 7, Ablation: none, Seed: 5 | MAE: 98.9645, RMSE: 345.5062, PCC: 0.9931, R2: 0.9682
[20260202_205836] MSTAGAT-Net | Dataset: australia-covid, Window: 20, Horizon: 7, Ablation: none, Seed: 10 | MAE: 121.6666, RMSE: 396.7902, PCC: 0.9912, R2: 0.9580
[20260202_210253] MSTAGAT-Net | Dataset: australia-covid, Window: 20, Horizon: 7, Ablation: none, Seed: 20 | MAE: 139.1005, RMSE: 421.1683, PCC: 0.9924, R2: 0.9527
[20260202_210637] MSTAGAT-Net | Dataset: australia-covid, Window: 20, Horizon: 7, Ablation: none, Seed: 30 | MAE: 107.7222, RMSE: 348.4857, PCC: 0.9938, R2: 0.9676
[20260202_210825] MSTAGAT-Net | Dataset: australia-covid, Window: 20, Horizon: 7, Ablation: none, Seed: 42 | MAE: 148.5819, RMSE: 440.6327, PCC: 0.9927, R2: 0.9482
[20260202_211011] MSTAGAT-Net | Dataset: australia-covid, Window: 20, Horizon: 7, Ablation: none, Seed: 45 | MAE: 141.8876, RMSE: 402.3554, PCC: 0.9930, R2: 0.9568
[20260202_211153] MSTAGAT-Net | Dataset: australia-covid, Window: 20, Horizon: 7, Ablation: none, Seed: 100 | MAE: 133.5175, RMSE: 416.6046, PCC: 0.9916, R2: 0.9537
[20260202_211321] MSTAGAT-Net | Dataset: australia-covid, Window: 20, Horizon: 7, Ablation: none, Seed: 123 | MAE: 153.4572, RMSE: 457.4001, PCC: 0.9910, R2: 0.9442
[20260202_211559] MSTAGAT-Net | Dataset: australia-covid, Window: 20, Horizon: 7, Ablation: none, Seed: 500 | MAE: 150.1126, RMSE: 439.7613, PCC: 0.9922, R2: 0.9484
[20260202_211848] MSTAGAT-Net | Dataset: australia-covid, Window: 20, Horizon: 7, Ablation: none, Seed: 1000 | MAE: 95.4573, RMSE: 329.8718, PCC: 0.9929, R2: 0.9710
[20260202_212043] MSTAGAT-Net | Dataset: australia-covid, Window: 20, Horizon: 14, Ablation: none, Seed: 5 | MAE: 199.2991, RMSE: 572.5670, PCC: 0.9861, R2: 0.9125
[20260202_212306] MSTAGAT-Net | Dataset: australia-covid, Window: 20, Horizon: 14, Ablation: none, Seed: 10 | MAE: 190.0371, RMSE: 562.7963, PCC: 0.9862, R2: 0.9155
[20260202_212545] MSTAGAT-Net | Dataset: australia-covid, Window: 20, Horizon: 14, Ablation: none, Seed: 20 | MAE: 200.6514, RMSE: 591.5695, PCC: 0.9855, R2: 0.9066
[20260202_212742] MSTAGAT-Net | Dataset: australia-covid, Window: 20, Horizon: 14, Ablation: none, Seed: 30 | MAE: 230.7291, RMSE: 629.3087, PCC: 0.9858, R2: 0.8943
[20260202_212956] MSTAGAT-Net | Dataset: australia-covid, Window: 20, Horizon: 14, Ablation: none, Seed: 42 | MAE: 220.3254, RMSE: 622.8779, PCC: 0.9844, R2: 0.8965
[20260202_213130] MSTAGAT-Net | Dataset: australia-covid, Window: 20, Horizon: 14, Ablation: none, Seed: 45 | MAE: 264.3692, RMSE: 713.8270, PCC: 0.9833, R2: 0.8641
[20260202_213247] MSTAGAT-Net | Dataset: australia-covid, Window: 20, Horizon: 14, Ablation: none, Seed: 100 | MAE: 195.5934, RMSE: 561.8585, PCC: 0.9879, R2: 0.9158
[20260202_213423] MSTAGAT-Net | Dataset: australia-covid, Window: 20, Horizon: 14, Ablation: none, Seed: 123 | MAE: 216.2172, RMSE: 587.3571, PCC: 0.9866, R2: 0.9080
[20260202_213755] MSTAGAT-Net | Dataset: australia-covid, Window: 20, Horizon: 14, Ablation: none, Seed: 500 | MAE: 189.8999, RMSE: 551.2864, PCC: 0.9877, R2: 0.9189
[20260202_214008] MSTAGAT-Net | Dataset: australia-covid, Window: 20, Horizon: 14, Ablation: none, Seed: 1000 | MAE: 220.3860, RMSE: 632.5401, PCC: 0.9851, R2: 0.8933
[20260202_214158] EpiSIG-Net | Dataset: australia-covid, Window: 20, Horizon: 3, Ablation: none, Seed: 5 | MAE: 71.6046, RMSE: 248.7534, PCC: 0.9970, R2: 0.9835
[20260202_214331] EpiSIG-Net | Dataset: australia-covid, Window: 20, Horizon: 3, Ablation: none, Seed: 10 | MAE: 69.5918, RMSE: 225.6509, PCC: 0.9978, R2: 0.9864
[20260202_214454] EpiSIG-Net | Dataset: australia-covid, Window: 20, Horizon: 3, Ablation: none, Seed: 20 | MAE: 38.9985, RMSE: 149.7904, PCC: 0.9985, R2: 0.9940
[20260202_214622] EpiSIG-Net | Dataset: australia-covid, Window: 20, Horizon: 3, Ablation: none, Seed: 30 | MAE: 150.6996, RMSE: 466.9502, PCC: 0.9933, R2: 0.9418
[20260202_214947] EpiSIG-Net | Dataset: australia-covid, Window: 20, Horizon: 3, Ablation: none, Seed: 42 | MAE: 89.8877, RMSE: 288.5404, PCC: 0.9965, R2: 0.9778
[20260202_215349] EpiSIG-Net | Dataset: australia-covid, Window: 20, Horizon: 3, Ablation: none, Seed: 45 | MAE: 84.7044, RMSE: 288.6626, PCC: 0.9958, R2: 0.9778
[20260202_215718] EpiSIG-Net | Dataset: australia-covid, Window: 20, Horizon: 3, Ablation: none, Seed: 100 | MAE: 100.7113, RMSE: 326.3674, PCC: 0.9957, R2: 0.9716
[20260202_215907] EpiSIG-Net | Dataset: australia-covid, Window: 20, Horizon: 3, Ablation: none, Seed: 123 | MAE: 77.9632, RMSE: 261.1253, PCC: 0.9967, R2: 0.9818
[20260202_220044] EpiSIG-Net | Dataset: australia-covid, Window: 20, Horizon: 3, Ablation: none, Seed: 500 | MAE: 64.5519, RMSE: 211.4566, PCC: 0.9982, R2: 0.9881
[20260202_220320] EpiSIG-Net | Dataset: australia-covid, Window: 20, Horizon: 3, Ablation: none, Seed: 1000 | MAE: 92.7171, RMSE: 298.5304, PCC: 0.9964, R2: 0.9762
[20260202_220419] EpiSIG-Net | Dataset: australia-covid, Window: 20, Horizon: 7, Ablation: none, Seed: 5 | MAE: 58.2930, RMSE: 215.4615, PCC: 0.9957, R2: 0.9876
[20260202_220704] EpiSIG-Net | Dataset: australia-covid, Window: 20, Horizon: 7, Ablation: none, Seed: 10 | MAE: 172.4859, RMSE: 531.1592, PCC: 0.9883, R2: 0.9247
[20260202_220808] EpiSIG-Net | Dataset: australia-covid, Window: 20, Horizon: 7, Ablation: none, Seed: 20 | MAE: 176.3989, RMSE: 495.7718, PCC: 0.9921, R2: 0.9344
[20260202_220907] EpiSIG-Net | Dataset: australia-covid, Window: 20, Horizon: 7, Ablation: none, Seed: 30 | MAE: 198.9792, RMSE: 573.0195, PCC: 0.9904, R2: 0.9124
[20260202_221015] EpiSIG-Net | Dataset: australia-covid, Window: 20, Horizon: 7, Ablation: none, Seed: 42 | MAE: 144.3434, RMSE: 458.0601, PCC: 0.9919, R2: 0.9440
[20260202_221120] EpiSIG-Net | Dataset: australia-covid, Window: 20, Horizon: 7, Ablation: none, Seed: 45 | MAE: 297.7019, RMSE: 830.6088, PCC: 0.9778, R2: 0.8159
[20260202_221233] EpiSIG-Net | Dataset: australia-covid, Window: 20, Horizon: 7, Ablation: none, Seed: 100 | MAE: 83.5070, RMSE: 300.6982, PCC: 0.9941, R2: 0.9759
[20260202_221357] EpiSIG-Net | Dataset: australia-covid, Window: 20, Horizon: 7, Ablation: none, Seed: 123 | MAE: 171.7317, RMSE: 504.6569, PCC: 0.9920, R2: 0.9321
[20260202_221511] EpiSIG-Net | Dataset: australia-covid, Window: 20, Horizon: 7, Ablation: none, Seed: 500 | MAE: 200.4855, RMSE: 587.3334, PCC: 0.9913, R2: 0.9080
[20260202_221626] EpiSIG-Net | Dataset: australia-covid, Window: 20, Horizon: 7, Ablation: none, Seed: 1000 | MAE: 117.4797, RMSE: 376.8365, PCC: 0.9935, R2: 0.9621
[20260202_221736] EpiSIG-Net | Dataset: australia-covid, Window: 20, Horizon: 14, Ablation: none, Seed: 5 | MAE: 149.8849, RMSE: 504.1480, PCC: 0.9859, R2: 0.9322
[20260202_221841] EpiSIG-Net | Dataset: australia-covid, Window: 20, Horizon: 14, Ablation: none, Seed: 10 | MAE: 203.6105, RMSE: 590.7572, PCC: 0.9878, R2: 0.9069
[20260202_221951] EpiSIG-Net | Dataset: australia-covid, Window: 20, Horizon: 14, Ablation: none, Seed: 20 | MAE: 177.6164, RMSE: 563.8544, PCC: 0.9831, R2: 0.9152
[20260202_222128] EpiSIG-Net | Dataset: australia-covid, Window: 20, Horizon: 14, Ablation: none, Seed: 30 | MAE: 178.1995, RMSE: 563.9029, PCC: 0.9866, R2: 0.9152
[20260202_222239] EpiSIG-Net | Dataset: australia-covid, Window: 20, Horizon: 14, Ablation: none, Seed: 42 | MAE: 202.2494, RMSE: 628.1152, PCC: 0.9851, R2: 0.8947
[20260202_222337] EpiSIG-Net | Dataset: australia-covid, Window: 20, Horizon: 14, Ablation: none, Seed: 45 | MAE: 124.8405, RMSE: 402.6831, PCC: 0.9901, R2: 0.9567
[20260202_222623] EpiSIG-Net | Dataset: australia-covid, Window: 20, Horizon: 14, Ablation: none, Seed: 100 | MAE: 178.6751, RMSE: 567.5679, PCC: 0.9860, R2: 0.9141
[20260202_223023] EpiSIG-Net | Dataset: australia-covid, Window: 20, Horizon: 14, Ablation: none, Seed: 123 | MAE: 242.8217, RMSE: 792.2158, PCC: 0.9604, R2: 0.8326
[20260202_223119] EpiSIG-Net | Dataset: australia-covid, Window: 20, Horizon: 14, Ablation: none, Seed: 500 | MAE: 232.6323, RMSE: 669.9039, PCC: 0.9935, R2: 0.8803
[20260202_223238] EpiSIG-Net | Dataset: australia-covid, Window: 20, Horizon: 14, Ablation: none, Seed: 1000 | MAE: 179.5941, RMSE: 558.9525, PCC: 0.9877, R2: 0.9166
[20260203_004640] EpiSIG-Net-V2 | Dataset: australia-covid, Window: 20, Horizon: 7, Ablation: none, Seed: 5 | MAE: 169.7785, RMSE: 538.1241, PCC: 0.9868, R2: 0.9227
[20260203_005453] EpiSIG-Net-V3 | Dataset: australia-covid, Window: 20, Horizon: 14, Ablation: none, Seed: 5 | MAE: 194.7707, RMSE: 570.9464, PCC: 0.9879, R2: 0.9130
[20260203_005457] EpiSIG-Net-V3 | Dataset: australia-covid, Window: 20, Horizon: 7, Ablation: none, Seed: 5 | MAE: 122.4351, RMSE: 358.2698, PCC: 0.9949, R2: 0.9658
[20260203_005929] EpiSIG-Net-V3 | Dataset: australia-covid, Window: 20, Horizon: 3, Ablation: none, Seed: 5 | MAE: 258.7399, RMSE: 747.8224, PCC: 0.9786, R2: 0.8508
[20260203_010407] EpiSIG-Net-V3 | Dataset: australia-covid, Window: 20, Horizon: 3, Ablation: none, Seed: 10 | MAE: 64.5053, RMSE: 214.3006, PCC: 0.9980, R2: 0.9877
[20260203_010542] EpiSIG-Net-V3 | Dataset: australia-covid, Window: 20, Horizon: 3, Ablation: none, Seed: 20 | MAE: 114.0446, RMSE: 336.4151, PCC: 0.9962, R2: 0.9698
[20260203_010842] EpiSIG-Net-V3 | Dataset: australia-covid, Window: 20, Horizon: 3, Ablation: none, Seed: 30 | MAE: 59.9815, RMSE: 196.9151, PCC: 0.9983, R2: 0.9897
[20260203_011134] EpiSIG-Net-V3 | Dataset: australia-covid, Window: 20, Horizon: 3, Ablation: none, Seed: 42 | MAE: 56.1719, RMSE: 184.9776, PCC: 0.9986, R2: 0.9909
[20260203_011322] EpiSIG-Net-V3 | Dataset: australia-covid, Window: 20, Horizon: 3, Ablation: none, Seed: 45 | MAE: 59.2427, RMSE: 209.2446, PCC: 0.9977, R2: 0.9883
[20260203_011559] EpiSIG-Net-V3 | Dataset: australia-covid, Window: 20, Horizon: 3, Ablation: none, Seed: 100 | MAE: 58.8361, RMSE: 189.3575, PCC: 0.9984, R2: 0.9904
[20260203_011734] EpiSIG-Net-V3 | Dataset: australia-covid, Window: 20, Horizon: 3, Ablation: none, Seed: 123 | MAE: 41.1739, RMSE: 134.6154, PCC: 0.9992, R2: 0.9952
[20260203_012026] EpiSIG-Net-V3 | Dataset: australia-covid, Window: 20, Horizon: 3, Ablation: none, Seed: 500 | MAE: 33.7291, RMSE: 131.6693, PCC: 0.9988, R2: 0.9954
[20260203_012302] EpiSIG-Net-V3 | Dataset: australia-covid, Window: 20, Horizon: 3, Ablation: none, Seed: 1000 | MAE: 53.3429, RMSE: 184.3202, PCC: 0.9985, R2: 0.9909
[20260203_012408] EpiSIG-Net-V3 | Dataset: australia-covid, Window: 20, Horizon: 7, Ablation: none, Seed: 5 | MAE: 122.4351, RMSE: 358.2698, PCC: 0.9949, R2: 0.9658
[20260203_012508] EpiSIG-Net-V3 | Dataset: australia-covid, Window: 20, Horizon: 7, Ablation: none, Seed: 10 | MAE: 153.3341, RMSE: 454.5691, PCC: 0.9916, R2: 0.9449
[20260203_012550] EpiSIG-Net-V3 | Dataset: australia-covid, Window: 20, Horizon: 7, Ablation: none, Seed: 20 | MAE: 188.6941, RMSE: 536.0244, PCC: 0.9905, R2: 0.9233
[20260203_012708] EpiSIG-Net-V3 | Dataset: australia-covid, Window: 20, Horizon: 7, Ablation: none, Seed: 30 | MAE: 162.8915, RMSE: 480.1955, PCC: 0.9918, R2: 0.9385
[20260203_012801] EpiSIG-Net-V3 | Dataset: australia-covid, Window: 20, Horizon: 7, Ablation: none, Seed: 42 | MAE: 220.2937, RMSE: 609.0810, PCC: 0.9857, R2: 0.9010
[20260203_012919] EpiSIG-Net-V3 | Dataset: australia-covid, Window: 20, Horizon: 7, Ablation: none, Seed: 45 | MAE: 119.2073, RMSE: 376.4215, PCC: 0.9931, R2: 0.9622
