# MSTAGAT-Net Experiment Results
# Format: [Timestamp] Model | Dataset, Window, Horizon, Ablation, Seed | Metrics
# ================================================================================
[20260202_180203] EpiSIG-Net | Dataset: spain-covid, Window: 20, Horizon: 3, Ablation: none, Seed: 5 | MAE: 18.9529, RMSE: 139.7989, PCC: 0.6902, R2: 0.4008
[20260202_181001] EpiSIG-Net | Dataset: spain-covid, Window: 20, Horizon: 14, Ablation: none, Seed: 5 | MAE: 41.1128, RMSE: 251.1678, PCC: 0.3800, R2: -0.9343
[20260202_181044] EpiSIG-Net | Dataset: spain-covid, Window: 20, Horizon: 7, Ablation: none, Seed: 5 | MAE: 28.6828, RMSE: 191.0040, PCC: 0.5250, R2: -0.1186
[20260202_183334] EpiSIG-Net | Dataset: spain-covid, Window: 20, Horizon: 3, Ablation: none, Seed: 5 | MAE: 12.9203, RMSE: 133.6696, PCC: 0.6729, R2: 0.4521
[20260202_183339] EpiSIG-Net | Dataset: spain-covid, Window: 20, Horizon: 7, Ablation: none, Seed: 5 | MAE: 32.9983, RMSE: 237.2531, PCC: 0.5037, R2: -0.7259
[20260202_183345] EpiSIG-Net | Dataset: spain-covid, Window: 20, Horizon: 14, Ablation: none, Seed: 5 | MAE: 43.7729, RMSE: 215.2344, PCC: 0.3734, R2: -0.4204
[20260202_183846] EpiSIG-Net | Dataset: spain-covid, Window: 20, Horizon: 7, Ablation: none, Seed: 5 | MAE: 26.8503, RMSE: 206.9024, PCC: 0.4945, R2: -0.3126
[20260202_183857] EpiSIG-Net | Dataset: spain-covid, Window: 20, Horizon: 3, Ablation: none, Seed: 5 | MAE: 16.3810, RMSE: 131.6221, PCC: 0.7047, R2: 0.4688
[20260202_185229] MSTAGAT-Net | Dataset: spain-covid, Window: 20, Horizon: 3, Ablation: none, Seed: 5 | MAE: 19.7430, RMSE: 140.9961, PCC: 0.6544, R2: 0.3904
[20260202_190441] EpiSIG-Net | Dataset: spain-covid, Window: 20, Horizon: 14, Ablation: none, Seed: 5 | MAE: 43.7729, RMSE: 215.2344, PCC: 0.3734, R2: -0.4204
[20260202_190509] EpiSIG-Net | Dataset: spain-covid, Window: 20, Horizon: 5, Ablation: none, Seed: 5 | MAE: 18.8574, RMSE: 144.3419, PCC: 0.6053, R2: 0.3612
[20260202_190527] MSTAGAT-Net | Dataset: spain-covid, Window: 20, Horizon: 5, Ablation: none, Seed: 5 | MAE: 21.1505, RMSE: 158.7662, PCC: 0.6021, R2: 0.2271
[20260202_190536] MSTAGAT-Net | Dataset: spain-covid, Window: 20, Horizon: 14, Ablation: none, Seed: 5 | MAE: 32.0831, RMSE: 183.2523, PCC: 0.3821, R2: -0.0297
[20260202_191738] EpiSIG-Net | Dataset: spain-covid, Window: 20, Horizon: 14, Ablation: none, Seed: 5 | MAE: 43.7729, RMSE: 215.2344, PCC: 0.3734, R2: -0.4204
[20260202_191810] EpiSIG-Net | Dataset: spain-covid, Window: 20, Horizon: 5, Ablation: none, Seed: 5 | MAE: 18.8574, RMSE: 144.3419, PCC: 0.6053, R2: 0.3612
[20260202_191833] MSTAGAT-Net | Dataset: spain-covid, Window: 20, Horizon: 5, Ablation: none, Seed: 5 | MAE: 21.1505, RMSE: 158.7662, PCC: 0.6021, R2: 0.2271
[20260202_191844] MSTAGAT-Net | Dataset: spain-covid, Window: 20, Horizon: 14, Ablation: none, Seed: 5 | MAE: 32.0831, RMSE: 183.2523, PCC: 0.3821, R2: -0.0297
[20260202_194525] MSTAGAT-Net | Dataset: spain-covid, Window: 20, Horizon: 3, Ablation: none, Seed: 5 | MAE: 19.0558, RMSE: 128.4330, PCC: 0.7062, R2: 0.4942
[20260202_194545] MSTAGAT-Net | Dataset: spain-covid, Window: 20, Horizon: 3, Ablation: none, Seed: 10 | MAE: 23.8342, RMSE: 205.8374, PCC: -0.3350, R2: -0.2991
[20260202_194609] MSTAGAT-Net | Dataset: spain-covid, Window: 20, Horizon: 3, Ablation: none, Seed: 20 | MAE: 26.5649, RMSE: 135.8265, PCC: 0.6684, R2: 0.4343
[20260202_194623] MSTAGAT-Net | Dataset: spain-covid, Window: 20, Horizon: 3, Ablation: none, Seed: 30 | MAE: 22.7969, RMSE: 141.6397, PCC: 0.6275, R2: 0.3849
[20260202_194647] MSTAGAT-Net | Dataset: spain-covid, Window: 20, Horizon: 3, Ablation: none, Seed: 42 | MAE: 18.5245, RMSE: 128.1731, PCC: 0.7073, R2: 0.4963
[20260202_194718] MSTAGAT-Net | Dataset: spain-covid, Window: 20, Horizon: 3, Ablation: none, Seed: 45 | MAE: 21.2816, RMSE: 140.3305, PCC: 0.6342, R2: 0.3962
[20260202_194744] MSTAGAT-Net | Dataset: spain-covid, Window: 20, Horizon: 3, Ablation: none, Seed: 100 | MAE: 18.2211, RMSE: 145.5418, PCC: 0.6279, R2: 0.3505
[20260202_194811] MSTAGAT-Net | Dataset: spain-covid, Window: 20, Horizon: 3, Ablation: none, Seed: 123 | MAE: 20.5804, RMSE: 140.1644, PCC: 0.6795, R2: 0.3976
[20260202_194840] MSTAGAT-Net | Dataset: spain-covid, Window: 20, Horizon: 3, Ablation: none, Seed: 500 | MAE: 20.5963, RMSE: 139.9760, PCC: 0.6723, R2: 0.3992
[20260202_194857] MSTAGAT-Net | Dataset: spain-covid, Window: 20, Horizon: 3, Ablation: none, Seed: 1000 | MAE: 17.0866, RMSE: 169.9461, PCC: 0.6587, R2: 0.1144
[20260202_202249] MSTAGAT-Net | Dataset: spain-covid, Window: 20, Horizon: 3, Ablation: none, Seed: 5 | MAE: 19.0558, RMSE: 128.4330, PCC: 0.7062, R2: 0.4942
[20260202_202308] MSTAGAT-Net | Dataset: spain-covid, Window: 20, Horizon: 3, Ablation: none, Seed: 10 | MAE: 23.8342, RMSE: 205.8374, PCC: -0.3350, R2: -0.2991
[20260202_202330] MSTAGAT-Net | Dataset: spain-covid, Window: 20, Horizon: 3, Ablation: none, Seed: 20 | MAE: 26.5649, RMSE: 135.8265, PCC: 0.6684, R2: 0.4343
[20260202_202344] MSTAGAT-Net | Dataset: spain-covid, Window: 20, Horizon: 3, Ablation: none, Seed: 30 | MAE: 22.7969, RMSE: 141.6397, PCC: 0.6275, R2: 0.3849
[20260202_202407] MSTAGAT-Net | Dataset: spain-covid, Window: 20, Horizon: 3, Ablation: none, Seed: 42 | MAE: 18.5245, RMSE: 128.1731, PCC: 0.7073, R2: 0.4963
[20260202_202433] MSTAGAT-Net | Dataset: spain-covid, Window: 20, Horizon: 3, Ablation: none, Seed: 45 | MAE: 21.2816, RMSE: 140.3305, PCC: 0.6342, R2: 0.3962
[20260202_202455] MSTAGAT-Net | Dataset: spain-covid, Window: 20, Horizon: 3, Ablation: none, Seed: 100 | MAE: 18.2211, RMSE: 145.5418, PCC: 0.6279, R2: 0.3505
[20260202_202525] MSTAGAT-Net | Dataset: spain-covid, Window: 20, Horizon: 3, Ablation: none, Seed: 123 | MAE: 20.5804, RMSE: 140.1644, PCC: 0.6795, R2: 0.3976
[20260202_202608] MSTAGAT-Net | Dataset: spain-covid, Window: 20, Horizon: 3, Ablation: none, Seed: 500 | MAE: 20.5963, RMSE: 139.9760, PCC: 0.6723, R2: 0.3992
[20260202_202629] MSTAGAT-Net | Dataset: spain-covid, Window: 20, Horizon: 3, Ablation: none, Seed: 1000 | MAE: 17.0866, RMSE: 169.9461, PCC: 0.6587, R2: 0.1144
[20260202_202725] MSTAGAT-Net | Dataset: spain-covid, Window: 20, Horizon: 7, Ablation: none, Seed: 5 | MAE: 40.1882, RMSE: 204.4475, PCC: 0.5087, R2: -0.2816
[20260202_202748] MSTAGAT-Net | Dataset: spain-covid, Window: 20, Horizon: 7, Ablation: none, Seed: 10 | MAE: 31.0460, RMSE: 203.2700, PCC: 0.4896, R2: -0.2669
[20260202_202849] MSTAGAT-Net | Dataset: spain-covid, Window: 20, Horizon: 7, Ablation: none, Seed: 20 | MAE: 40.8269, RMSE: 178.3868, PCC: 0.4794, R2: 0.0243
[20260202_202917] MSTAGAT-Net | Dataset: spain-covid, Window: 20, Horizon: 7, Ablation: none, Seed: 30 | MAE: 29.4250, RMSE: 159.7237, PCC: 0.5154, R2: 0.2178
[20260202_203017] MSTAGAT-Net | Dataset: spain-covid, Window: 20, Horizon: 7, Ablation: none, Seed: 42 | MAE: 41.3090, RMSE: 198.3194, PCC: 0.4907, R2: -0.2059
[20260202_203048] MSTAGAT-Net | Dataset: spain-covid, Window: 20, Horizon: 7, Ablation: none, Seed: 45 | MAE: 30.6504, RMSE: 185.3141, PCC: 0.4757, R2: -0.0530
[20260202_203134] MSTAGAT-Net | Dataset: spain-covid, Window: 20, Horizon: 7, Ablation: none, Seed: 100 | MAE: 27.3735, RMSE: 156.1359, PCC: 0.5386, R2: 0.2525
[20260202_203234] MSTAGAT-Net | Dataset: spain-covid, Window: 20, Horizon: 7, Ablation: none, Seed: 123 | MAE: 30.3918, RMSE: 183.1403, PCC: 0.5124, R2: -0.0284
[20260202_203315] MSTAGAT-Net | Dataset: spain-covid, Window: 20, Horizon: 7, Ablation: none, Seed: 500 | MAE: 20.8582, RMSE: 155.1208, PCC: 0.5356, R2: 0.2622
[20260202_203400] MSTAGAT-Net | Dataset: spain-covid, Window: 20, Horizon: 7, Ablation: none, Seed: 1000 | MAE: 35.7156, RMSE: 200.8284, PCC: 0.4924, R2: -0.2366
[20260202_203432] MSTAGAT-Net | Dataset: spain-covid, Window: 20, Horizon: 14, Ablation: none, Seed: 5 | MAE: 32.0831, RMSE: 183.2523, PCC: 0.3821, R2: -0.0297
[20260202_203454] MSTAGAT-Net | Dataset: spain-covid, Window: 20, Horizon: 14, Ablation: none, Seed: 10 | MAE: 41.6450, RMSE: 192.4842, PCC: 0.3401, R2: -0.1360
[20260202_203526] MSTAGAT-Net | Dataset: spain-covid, Window: 20, Horizon: 14, Ablation: none, Seed: 20 | MAE: 32.6851, RMSE: 185.2181, PCC: 0.3487, R2: -0.0519
[20260202_203558] MSTAGAT-Net | Dataset: spain-covid, Window: 20, Horizon: 14, Ablation: none, Seed: 30 | MAE: 38.3826, RMSE: 197.6351, PCC: -0.1137, R2: -0.1976
[20260202_203625] MSTAGAT-Net | Dataset: spain-covid, Window: 20, Horizon: 14, Ablation: none, Seed: 42 | MAE: 30.7195, RMSE: 171.2612, PCC: 0.3375, R2: 0.1007
[20260202_203652] MSTAGAT-Net | Dataset: spain-covid, Window: 20, Horizon: 14, Ablation: none, Seed: 45 | MAE: 37.0290, RMSE: 185.4890, PCC: 0.1787, R2: -0.0550
[20260202_203720] MSTAGAT-Net | Dataset: spain-covid, Window: 20, Horizon: 14, Ablation: none, Seed: 100 | MAE: 37.2352, RMSE: 191.4310, PCC: 0.3739, R2: -0.1236
[20260202_203747] MSTAGAT-Net | Dataset: spain-covid, Window: 20, Horizon: 14, Ablation: none, Seed: 123 | MAE: 45.2282, RMSE: 188.9175, PCC: 0.1620, R2: -0.0943
[20260202_203820] MSTAGAT-Net | Dataset: spain-covid, Window: 20, Horizon: 14, Ablation: none, Seed: 500 | MAE: 35.3498, RMSE: 181.1833, PCC: 0.3761, R2: -0.0065
[20260202_203912] MSTAGAT-Net | Dataset: spain-covid, Window: 20, Horizon: 14, Ablation: none, Seed: 1000 | MAE: 39.1490, RMSE: 211.0536, PCC: 0.3764, R2: -0.3658
[20260202_204010] EpiSIG-Net | Dataset: spain-covid, Window: 20, Horizon: 3, Ablation: none, Seed: 5 | MAE: 12.9203, RMSE: 133.6696, PCC: 0.6729, R2: 0.4521
[20260202_204058] EpiSIG-Net | Dataset: spain-covid, Window: 20, Horizon: 3, Ablation: none, Seed: 10 | MAE: 15.0984, RMSE: 136.2544, PCC: 0.6892, R2: 0.4308
[20260202_204152] EpiSIG-Net | Dataset: spain-covid, Window: 20, Horizon: 3, Ablation: none, Seed: 20 | MAE: 15.7867, RMSE: 166.5378, PCC: 0.6540, R2: 0.1496
[20260202_204300] EpiSIG-Net | Dataset: spain-covid, Window: 20, Horizon: 3, Ablation: none, Seed: 30 | MAE: 14.4934, RMSE: 137.0560, PCC: 0.6822, R2: 0.4240
[20260202_204411] EpiSIG-Net | Dataset: spain-covid, Window: 20, Horizon: 3, Ablation: none, Seed: 42 | MAE: 14.2348, RMSE: 153.7725, PCC: 0.6668, R2: 0.2750
[20260202_204533] EpiSIG-Net | Dataset: spain-covid, Window: 20, Horizon: 3, Ablation: none, Seed: 45 | MAE: 14.8719, RMSE: 166.6027, PCC: 0.6410, R2: 0.1489
[20260202_204643] EpiSIG-Net | Dataset: spain-covid, Window: 20, Horizon: 3, Ablation: none, Seed: 100 | MAE: 14.8335, RMSE: 155.1093, PCC: 0.6556, R2: 0.2623
[20260202_204811] EpiSIG-Net | Dataset: spain-covid, Window: 20, Horizon: 3, Ablation: none, Seed: 123 | MAE: 13.0343, RMSE: 131.7815, PCC: 0.6957, R2: 0.4675
[20260202_204919] EpiSIG-Net | Dataset: spain-covid, Window: 20, Horizon: 3, Ablation: none, Seed: 500 | MAE: 15.3960, RMSE: 146.8704, PCC: 0.6792, R2: 0.3386
[20260202_205033] EpiSIG-Net | Dataset: spain-covid, Window: 20, Horizon: 3, Ablation: none, Seed: 1000 | MAE: 15.3661, RMSE: 137.1472, PCC: 0.6771, R2: 0.4233
[20260202_205122] EpiSIG-Net | Dataset: spain-covid, Window: 20, Horizon: 7, Ablation: none, Seed: 5 | MAE: 32.9983, RMSE: 237.2531, PCC: 0.5037, R2: -0.7259
[20260202_205218] EpiSIG-Net | Dataset: spain-covid, Window: 20, Horizon: 7, Ablation: none, Seed: 10 | MAE: 27.0020, RMSE: 218.5199, PCC: -0.3359, R2: -0.4641
[20260202_205258] EpiSIG-Net | Dataset: spain-covid, Window: 20, Horizon: 7, Ablation: none, Seed: 20 | MAE: 28.3493, RMSE: 159.4553, PCC: 0.5203, R2: 0.2204
[20260202_205343] EpiSIG-Net | Dataset: spain-covid, Window: 20, Horizon: 7, Ablation: none, Seed: 30 | MAE: 19.7470, RMSE: 157.1001, PCC: 0.5077, R2: 0.2433
[20260202_205432] EpiSIG-Net | Dataset: spain-covid, Window: 20, Horizon: 7, Ablation: none, Seed: 42 | MAE: 25.8876, RMSE: 159.1930, PCC: 0.4890, R2: 0.2230
[20260202_205533] EpiSIG-Net | Dataset: spain-covid, Window: 20, Horizon: 7, Ablation: none, Seed: 45 | MAE: 30.4760, RMSE: 190.1397, PCC: 0.0325, R2: -0.1085
[20260202_205610] EpiSIG-Net | Dataset: spain-covid, Window: 20, Horizon: 7, Ablation: none, Seed: 100 | MAE: 31.9977, RMSE: 201.6261, PCC: 0.5072, R2: -0.2465
[20260202_205647] EpiSIG-Net | Dataset: spain-covid, Window: 20, Horizon: 7, Ablation: none, Seed: 123 | MAE: 26.2293, RMSE: 158.2617, PCC: 0.5100, R2: 0.2320
[20260202_205730] EpiSIG-Net | Dataset: spain-covid, Window: 20, Horizon: 7, Ablation: none, Seed: 500 | MAE: 24.2693, RMSE: 158.7055, PCC: 0.5020, R2: 0.2277
[20260202_205806] EpiSIG-Net | Dataset: spain-covid, Window: 20, Horizon: 7, Ablation: none, Seed: 1000 | MAE: 26.9402, RMSE: 180.7981, PCC: 0.5179, R2: -0.0023
[20260202_205842] EpiSIG-Net | Dataset: spain-covid, Window: 20, Horizon: 14, Ablation: none, Seed: 5 | MAE: 43.7729, RMSE: 215.2344, PCC: 0.3734, R2: -0.4204
[20260202_205915] EpiSIG-Net | Dataset: spain-covid, Window: 20, Horizon: 14, Ablation: none, Seed: 10 | MAE: 48.2769, RMSE: 194.9213, PCC: 0.3601, R2: -0.1650
[20260202_205946] EpiSIG-Net | Dataset: spain-covid, Window: 20, Horizon: 14, Ablation: none, Seed: 20 | MAE: 46.1689, RMSE: 213.4861, PCC: 0.3781, R2: -0.3974
[20260202_210023] EpiSIG-Net | Dataset: spain-covid, Window: 20, Horizon: 14, Ablation: none, Seed: 30 | MAE: 41.0682, RMSE: 200.1485, PCC: 0.3764, R2: -0.2283
[20260202_210058] EpiSIG-Net | Dataset: spain-covid, Window: 20, Horizon: 14, Ablation: none, Seed: 42 | MAE: 46.2833, RMSE: 214.0919, PCC: 0.3799, R2: -0.4054
[20260202_210132] EpiSIG-Net | Dataset: spain-covid, Window: 20, Horizon: 14, Ablation: none, Seed: 45 | MAE: 44.2209, RMSE: 212.4838, PCC: 0.3713, R2: -0.3844
[20260202_210206] EpiSIG-Net | Dataset: spain-covid, Window: 20, Horizon: 14, Ablation: none, Seed: 100 | MAE: 43.6812, RMSE: 223.3524, PCC: 0.3758, R2: -0.5296
[20260202_210242] EpiSIG-Net | Dataset: spain-covid, Window: 20, Horizon: 14, Ablation: none, Seed: 123 | MAE: 50.5013, RMSE: 210.7267, PCC: 0.3580, R2: -0.3616
[20260202_210309] EpiSIG-Net | Dataset: spain-covid, Window: 20, Horizon: 14, Ablation: none, Seed: 500 | MAE: 27.3345, RMSE: 207.3393, PCC: 0.3882, R2: -0.3181
[20260202_210339] EpiSIG-Net | Dataset: spain-covid, Window: 20, Horizon: 14, Ablation: none, Seed: 1000 | MAE: 43.6501, RMSE: 193.7234, PCC: 0.3546, R2: -0.1507
[20260203_005357] EpiSIG-Net-V3 | Dataset: spain-covid, Window: 20, Horizon: 7, Ablation: none, Seed: 5 | MAE: 25.2798, RMSE: 163.4159, PCC: 0.5354, R2: 0.1812
[20260203_005933] EpiSIG-Net-V3 | Dataset: spain-covid, Window: 20, Horizon: 3, Ablation: none, Seed: 5 | MAE: 17.0442, RMSE: 177.2934, PCC: 0.1910, R2: 0.0362
[20260203_010036] EpiSIG-Net-V3 | Dataset: spain-covid, Window: 20, Horizon: 3, Ablation: none, Seed: 10 | MAE: 13.5474, RMSE: 137.8506, PCC: 0.6528, R2: 0.4173
[20260203_010114] EpiSIG-Net-V3 | Dataset: spain-covid, Window: 20, Horizon: 3, Ablation: none, Seed: 20 | MAE: 16.4114, RMSE: 141.6560, PCC: 0.6399, R2: 0.3847
[20260203_010145] EpiSIG-Net-V3 | Dataset: spain-covid, Window: 20, Horizon: 3, Ablation: none, Seed: 30 | MAE: 14.7307, RMSE: 134.5255, PCC: 0.6798, R2: 0.4451
[20260203_010215] EpiSIG-Net-V3 | Dataset: spain-covid, Window: 20, Horizon: 3, Ablation: none, Seed: 42 | MAE: 20.2322, RMSE: 134.0593, PCC: 0.6758, R2: 0.4490
[20260203_010242] EpiSIG-Net-V3 | Dataset: spain-covid, Window: 20, Horizon: 3, Ablation: none, Seed: 45 | MAE: 15.9489, RMSE: 152.9626, PCC: 0.6547, R2: 0.2826
[20260203_010314] EpiSIG-Net-V3 | Dataset: spain-covid, Window: 20, Horizon: 3, Ablation: none, Seed: 100 | MAE: 15.7842, RMSE: 148.7440, PCC: 0.6372, R2: 0.3216
[20260203_010351] EpiSIG-Net-V3 | Dataset: spain-covid, Window: 20, Horizon: 3, Ablation: none, Seed: 123 | MAE: 17.0685, RMSE: 132.5980, PCC: 0.6809, R2: 0.4609
[20260203_010436] EpiSIG-Net-V3 | Dataset: spain-covid, Window: 20, Horizon: 3, Ablation: none, Seed: 500 | MAE: 16.0591, RMSE: 133.0114, PCC: 0.6787, R2: 0.4575
[20260203_010524] EpiSIG-Net-V3 | Dataset: spain-covid, Window: 20, Horizon: 3, Ablation: none, Seed: 1000 | MAE: 16.4832, RMSE: 133.8360, PCC: 0.6729, R2: 0.4508
[20260203_010608] EpiSIG-Net-V3 | Dataset: spain-covid, Window: 20, Horizon: 7, Ablation: none, Seed: 5 | MAE: 25.2798, RMSE: 163.4159, PCC: 0.5354, R2: 0.1812
[20260203_010743] EpiSIG-Net-V3 | Dataset: spain-covid, Window: 20, Horizon: 7, Ablation: none, Seed: 10 | MAE: 22.2190, RMSE: 164.9964, PCC: 0.4617, R2: 0.1653
[20260203_010902] EpiSIG-Net-V3 | Dataset: spain-covid, Window: 20, Horizon: 7, Ablation: none, Seed: 20 | MAE: 25.4624, RMSE: 165.7811, PCC: 0.5131, R2: 0.1573
[20260203_011027] EpiSIG-Net-V3 | Dataset: spain-covid, Window: 20, Horizon: 7, Ablation: none, Seed: 30 | MAE: 20.9123, RMSE: 169.1861, PCC: 0.3847, R2: 0.1223
