# MSTAGAT-Net Experiment Results
# Format: [Timestamp] Model | Dataset, Window, Horizon, Ablation, Seed | Metrics
# ================================================================================
[20260202_222719] MSTAGAT-Net | Dataset: state360, Window: 20, Horizon: 10, Ablation: none, Seed: 1000 | MAE: 111.2618, RMSE: 247.6046, PCC: 0.8354, R2: 0.6897
[20260202_223243] MSTAGAT-Net | Dataset: state360, Window: 20, Horizon: 15, Ablation: none, Seed: 5 | MAE: 117.6148, RMSE: 251.9480, PCC: 0.8363, R2: 0.6787
[20260202_223517] MSTAGAT-Net | Dataset: state360, Window: 20, Horizon: 15, Ablation: none, Seed: 10 | MAE: 102.9371, RMSE: 225.5715, PCC: 0.8618, R2: 0.7425
[20260202_223803] MSTAGAT-Net | Dataset: state360, Window: 20, Horizon: 15, Ablation: none, Seed: 20 | MAE: 107.4908, RMSE: 231.7800, PCC: 0.8538, R2: 0.7281
[20260202_224034] MSTAGAT-Net | Dataset: state360, Window: 20, Horizon: 15, Ablation: none, Seed: 30 | MAE: 104.7375, RMSE: 226.0924, PCC: 0.8614, R2: 0.7413
[20260202_224302] MSTAGAT-Net | Dataset: state360, Window: 20, Horizon: 15, Ablation: none, Seed: 42 | MAE: 112.3328, RMSE: 246.8857, PCC: 0.8360, R2: 0.6915
[20260202_224618] MSTAGAT-Net | Dataset: state360, Window: 20, Horizon: 15, Ablation: none, Seed: 45 | MAE: 107.0025, RMSE: 238.6328, PCC: 0.8463, R2: 0.7118
[20260202_225015] MSTAGAT-Net | Dataset: state360, Window: 20, Horizon: 15, Ablation: none, Seed: 100 | MAE: 104.7642, RMSE: 238.5711, PCC: 0.8441, R2: 0.7119
[20260202_225253] MSTAGAT-Net | Dataset: state360, Window: 20, Horizon: 15, Ablation: none, Seed: 123 | MAE: 110.7358, RMSE: 233.9071, PCC: 0.8594, R2: 0.7231
[20260202_225700] MSTAGAT-Net | Dataset: state360, Window: 20, Horizon: 15, Ablation: none, Seed: 500 | MAE: 110.6258, RMSE: 237.8956, PCC: 0.8502, R2: 0.7135
[20260202_230146] MSTAGAT-Net | Dataset: state360, Window: 20, Horizon: 15, Ablation: none, Seed: 1000 | MAE: 108.3717, RMSE: 231.9961, PCC: 0.8535, R2: 0.7276
[20260202_230359] EpiSIG-Net | Dataset: state360, Window: 20, Horizon: 2, Ablation: none, Seed: 5 | MAE: 51.0678, RMSE: 132.5604, PCC: 0.9547, R2: 0.9111
[20260202_230544] EpiSIG-Net | Dataset: state360, Window: 20, Horizon: 2, Ablation: none, Seed: 10 | MAE: 52.6335, RMSE: 136.5267, PCC: 0.9517, R2: 0.9057
[20260202_230819] EpiSIG-Net | Dataset: state360, Window: 20, Horizon: 2, Ablation: none, Seed: 20 | MAE: 54.1858, RMSE: 139.7909, PCC: 0.9493, R2: 0.9011
[20260202_231015] EpiSIG-Net | Dataset: state360, Window: 20, Horizon: 2, Ablation: none, Seed: 30 | MAE: 51.4336, RMSE: 131.0254, PCC: 0.9559, R2: 0.9131
[20260202_231258] EpiSIG-Net | Dataset: state360, Window: 20, Horizon: 2, Ablation: none, Seed: 42 | MAE: 57.7230, RMSE: 147.0029, PCC: 0.9450, R2: 0.8906
[20260202_231812] EpiSIG-Net | Dataset: state360, Window: 20, Horizon: 2, Ablation: none, Seed: 45 | MAE: 51.4200, RMSE: 133.5002, PCC: 0.9538, R2: 0.9098
[20260202_232242] EpiSIG-Net | Dataset: state360, Window: 20, Horizon: 2, Ablation: none, Seed: 100 | MAE: 54.8539, RMSE: 136.3779, PCC: 0.9518, R2: 0.9059
[20260202_232611] EpiSIG-Net | Dataset: state360, Window: 20, Horizon: 2, Ablation: none, Seed: 123 | MAE: 54.5031, RMSE: 137.6082, PCC: 0.9510, R2: 0.9042
[20260202_232918] EpiSIG-Net | Dataset: state360, Window: 20, Horizon: 2, Ablation: none, Seed: 500 | MAE: 53.5267, RMSE: 135.4463, PCC: 0.9525, R2: 0.9071
[20260202_233220] EpiSIG-Net | Dataset: state360, Window: 20, Horizon: 2, Ablation: none, Seed: 1000 | MAE: 61.6608, RMSE: 154.9395, PCC: 0.9379, R2: 0.8785
[20260202_233520] EpiSIG-Net | Dataset: state360, Window: 20, Horizon: 5, Ablation: none, Seed: 5 | MAE: 88.7468, RMSE: 221.4843, PCC: 0.8773, R2: 0.7517
[20260202_233653] EpiSIG-Net | Dataset: state360, Window: 20, Horizon: 5, Ablation: none, Seed: 10 | MAE: 88.0730, RMSE: 209.6419, PCC: 0.8890, R2: 0.7775
[20260202_233839] EpiSIG-Net | Dataset: state360, Window: 20, Horizon: 5, Ablation: none, Seed: 20 | MAE: 86.9104, RMSE: 204.9908, PCC: 0.9002, R2: 0.7873
[20260202_234124] EpiSIG-Net | Dataset: state360, Window: 20, Horizon: 5, Ablation: none, Seed: 30 | MAE: 89.4464, RMSE: 210.6223, PCC: 0.8854, R2: 0.7755
[20260202_234322] EpiSIG-Net | Dataset: state360, Window: 20, Horizon: 5, Ablation: none, Seed: 42 | MAE: 81.5310, RMSE: 191.3659, PCC: 0.9077, R2: 0.8146
[20260202_234640] EpiSIG-Net | Dataset: state360, Window: 20, Horizon: 5, Ablation: none, Seed: 45 | MAE: 88.4886, RMSE: 231.9213, PCC: 0.8662, R2: 0.7277
[20260202_234849] EpiSIG-Net | Dataset: state360, Window: 20, Horizon: 5, Ablation: none, Seed: 100 | MAE: 87.9992, RMSE: 214.0600, PCC: 0.8837, R2: 0.7681
[20260202_235053] EpiSIG-Net | Dataset: state360, Window: 20, Horizon: 5, Ablation: none, Seed: 123 | MAE: 86.5406, RMSE: 216.6955, PCC: 0.8778, R2: 0.7623
[20260202_235308] EpiSIG-Net | Dataset: state360, Window: 20, Horizon: 5, Ablation: none, Seed: 500 | MAE: 84.9451, RMSE: 218.1384, PCC: 0.8801, R2: 0.7591
[20260202_235539] EpiSIG-Net | Dataset: state360, Window: 20, Horizon: 5, Ablation: none, Seed: 1000 | MAE: 98.0683, RMSE: 236.4139, PCC: 0.8639, R2: 0.7171
[20260202_235708] EpiSIG-Net | Dataset: state360, Window: 20, Horizon: 10, Ablation: none, Seed: 5 | MAE: 106.9998, RMSE: 264.5837, PCC: 0.8056, R2: 0.6457
[20260202_235948] EpiSIG-Net | Dataset: state360, Window: 20, Horizon: 10, Ablation: none, Seed: 10 | MAE: 111.3726, RMSE: 264.0136, PCC: 0.8256, R2: 0.6472
[20260203_000133] EpiSIG-Net | Dataset: state360, Window: 20, Horizon: 10, Ablation: none, Seed: 20 | MAE: 110.6181, RMSE: 260.2514, PCC: 0.8158, R2: 0.6572
[20260203_000302] EpiSIG-Net | Dataset: state360, Window: 20, Horizon: 10, Ablation: none, Seed: 30 | MAE: 102.6061, RMSE: 243.8440, PCC: 0.8369, R2: 0.6990
[20260203_000521] EpiSIG-Net | Dataset: state360, Window: 20, Horizon: 10, Ablation: none, Seed: 42 | MAE: 108.4569, RMSE: 265.8009, PCC: 0.8073, R2: 0.6424
[20260203_000640] EpiSIG-Net | Dataset: state360, Window: 20, Horizon: 10, Ablation: none, Seed: 45 | MAE: 92.4378, RMSE: 213.4279, PCC: 0.8800, R2: 0.7694
[20260203_000803] EpiSIG-Net | Dataset: state360, Window: 20, Horizon: 10, Ablation: none, Seed: 100 | MAE: 96.9656, RMSE: 223.5402, PCC: 0.8649, R2: 0.7471
[20260203_000926] EpiSIG-Net | Dataset: state360, Window: 20, Horizon: 10, Ablation: none, Seed: 123 | MAE: 101.8398, RMSE: 245.7284, PCC: 0.8377, R2: 0.6944
[20260203_001108] EpiSIG-Net | Dataset: state360, Window: 20, Horizon: 10, Ablation: none, Seed: 500 | MAE: 109.4365, RMSE: 263.2711, PCC: 0.8129, R2: 0.6492
[20260203_001215] EpiSIG-Net | Dataset: state360, Window: 20, Horizon: 10, Ablation: none, Seed: 1000 | MAE: 91.3146, RMSE: 209.6964, PCC: 0.8821, R2: 0.7774
[20260203_001330] EpiSIG-Net | Dataset: state360, Window: 20, Horizon: 15, Ablation: none, Seed: 5 | MAE: 99.8127, RMSE: 231.0479, PCC: 0.8627, R2: 0.7298
[20260203_001546] EpiSIG-Net | Dataset: state360, Window: 20, Horizon: 15, Ablation: none, Seed: 10 | MAE: 125.6198, RMSE: 293.9834, PCC: 0.7898, R2: 0.5625
[20260203_001718] EpiSIG-Net | Dataset: state360, Window: 20, Horizon: 15, Ablation: none, Seed: 20 | MAE: 98.3661, RMSE: 220.4837, PCC: 0.8691, R2: 0.7539
[20260203_001852] EpiSIG-Net | Dataset: state360, Window: 20, Horizon: 15, Ablation: none, Seed: 30 | MAE: 113.1906, RMSE: 259.0907, PCC: 0.8179, R2: 0.6602
[20260203_002023] EpiSIG-Net | Dataset: state360, Window: 20, Horizon: 15, Ablation: none, Seed: 42 | MAE: 102.3381, RMSE: 230.8864, PCC: 0.8550, R2: 0.7302
[20260203_002201] EpiSIG-Net | Dataset: state360, Window: 20, Horizon: 15, Ablation: none, Seed: 45 | MAE: 102.6842, RMSE: 240.8530, PCC: 0.8429, R2: 0.7064
[20260203_002355] EpiSIG-Net | Dataset: state360, Window: 20, Horizon: 15, Ablation: none, Seed: 100 | MAE: 110.9099, RMSE: 256.1166, PCC: 0.8271, R2: 0.6680
[20260203_002543] EpiSIG-Net | Dataset: state360, Window: 20, Horizon: 15, Ablation: none, Seed: 123 | MAE: 108.3708, RMSE: 247.8781, PCC: 0.8386, R2: 0.6890
[20260203_002701] EpiSIG-Net | Dataset: state360, Window: 20, Horizon: 15, Ablation: none, Seed: 500 | MAE: 101.2847, RMSE: 226.2217, PCC: 0.8619, R2: 0.7410
[20260203_002829] EpiSIG-Net | Dataset: state360, Window: 20, Horizon: 15, Ablation: none, Seed: 1000 | MAE: 103.1036, RMSE: 229.4277, PCC: 0.8569, R2: 0.7336
[20260204_193707] EpiSIG-Net-V5 | Dataset: state360, Window: 20, Horizon: 3, Ablation: none, Seed: 1 | MAE: 70.2829, RMSE: 183.6090, PCC: 0.9127, R2: 0.8294
[20260204_193723] EpiSIG-Net-V5 | Dataset: state360, Window: 20, Horizon: 3, Ablation: none, Seed: 1 | MAE: 70.7443, RMSE: 184.5841, PCC: 0.9123, R2: 0.8275
[20260204_193809] EpiSIG-Net-V5 | Dataset: state360, Window: 20, Horizon: 3, Ablation: none, Seed: 2 | MAE: 70.8923, RMSE: 183.3906, PCC: 0.9110, R2: 0.8298
[20260204_193827] EpiSIG-Net-V5 | Dataset: state360, Window: 20, Horizon: 3, Ablation: none, Seed: 2 | MAE: 69.6012, RMSE: 178.2834, PCC: 0.9164, R2: 0.8391
[20260204_193912] EpiSIG-Net-V5 | Dataset: state360, Window: 20, Horizon: 3, Ablation: none, Seed: 3 | MAE: 72.9021, RMSE: 182.5536, PCC: 0.9163, R2: 0.8313
[20260204_193929] EpiSIG-Net-V5 | Dataset: state360, Window: 20, Horizon: 3, Ablation: none, Seed: 3 | MAE: 73.2609, RMSE: 185.2533, PCC: 0.9169, R2: 0.8263
[20260204_194032] EpiSIG-Net-V5 | Dataset: state360, Window: 20, Horizon: 3, Ablation: none, Seed: 4 | MAE: 69.1148, RMSE: 175.2734, PCC: 0.9195, R2: 0.8445
[20260204_194050] EpiSIG-Net-V5 | Dataset: state360, Window: 20, Horizon: 3, Ablation: none, Seed: 4 | MAE: 71.4368, RMSE: 184.0879, PCC: 0.9115, R2: 0.8285
[20260204_194131] EpiSIG-Net-V5 | Dataset: state360, Window: 20, Horizon: 3, Ablation: none, Seed: 5 | MAE: 72.9860, RMSE: 189.1694, PCC: 0.9061, R2: 0.8189
[20260204_194147] EpiSIG-Net-V5 | Dataset: state360, Window: 20, Horizon: 3, Ablation: none, Seed: 5 | MAE: 70.2999, RMSE: 184.7446, PCC: 0.9105, R2: 0.8272
[20260204_194237] EpiSIG-Net-V5 | Dataset: state360, Window: 20, Horizon: 3, Ablation: none, Seed: 6 | MAE: 63.9248, RMSE: 173.2281, PCC: 0.9212, R2: 0.8481
[20260204_194254] EpiSIG-Net-V5 | Dataset: state360, Window: 20, Horizon: 3, Ablation: none, Seed: 6 | MAE: 71.6897, RMSE: 187.4874, PCC: 0.9103, R2: 0.8221
[20260204_194343] EpiSIG-Net-V5 | Dataset: state360, Window: 20, Horizon: 3, Ablation: none, Seed: 7 | MAE: 71.5053, RMSE: 178.6643, PCC: 0.9180, R2: 0.8384
[20260204_194358] EpiSIG-Net-V5 | Dataset: state360, Window: 20, Horizon: 3, Ablation: none, Seed: 7 | MAE: 70.6619, RMSE: 179.5840, PCC: 0.9171, R2: 0.8368
[20260204_194426] EpiSIG-Net-V5 | Dataset: state360, Window: 20, Horizon: 3, Ablation: none, Seed: 8 | MAE: 73.7871, RMSE: 178.7928, PCC: 0.9174, R2: 0.8382
[20260204_194442] EpiSIG-Net-V5 | Dataset: state360, Window: 20, Horizon: 3, Ablation: none, Seed: 8 | MAE: 74.3055, RMSE: 181.1024, PCC: 0.9177, R2: 0.8340
[20260204_194533] EpiSIG-Net-V5 | Dataset: state360, Window: 20, Horizon: 3, Ablation: none, Seed: 9 | MAE: 75.7647, RMSE: 190.1637, PCC: 0.9116, R2: 0.8170
[20260204_194550] EpiSIG-Net-V5 | Dataset: state360, Window: 20, Horizon: 3, Ablation: none, Seed: 9 | MAE: 74.9527, RMSE: 191.6077, PCC: 0.9106, R2: 0.8142
[20260204_194621] EpiSIG-Net-V5 | Dataset: state360, Window: 20, Horizon: 3, Ablation: none, Seed: 10 | MAE: 68.8241, RMSE: 172.7177, PCC: 0.9222, R2: 0.8490
[20260204_194637] EpiSIG-Net-V5 | Dataset: state360, Window: 20, Horizon: 3, Ablation: none, Seed: 10 | MAE: 67.8364, RMSE: 175.5774, PCC: 0.9187, R2: 0.8440
[20260204_194650] EpiSIG-Net-V5 | Dataset: state360, Window: 20, Horizon: 5, Ablation: none, Seed: 1 | MAE: 96.5312, RMSE: 224.2234, PCC: 0.8684, R2: 0.7455
[20260204_194706] EpiSIG-Net-V5 | Dataset: state360, Window: 20, Horizon: 5, Ablation: none, Seed: 1 | MAE: 96.5312, RMSE: 224.2234, PCC: 0.8684, R2: 0.7455
[20260204_194756] EpiSIG-Net-V5 | Dataset: state360, Window: 20, Horizon: 5, Ablation: none, Seed: 2 | MAE: 88.7189, RMSE: 212.4654, PCC: 0.8843, R2: 0.7715
[20260204_194812] EpiSIG-Net-V5 | Dataset: state360, Window: 20, Horizon: 5, Ablation: none, Seed: 2 | MAE: 88.7189, RMSE: 212.4654, PCC: 0.8843, R2: 0.7715
[20260204_194856] EpiSIG-Net-V5 | Dataset: state360, Window: 20, Horizon: 5, Ablation: none, Seed: 3 | MAE: 88.1154, RMSE: 208.6463, PCC: 0.8882, R2: 0.7797
