# MSTAGAT-Net Experiment Results
# Format: [Timestamp] Model | Dataset, Window, Horizon, Ablation, Seed | Metrics
# ================================================================================
[20260204_184541] EpiSIG-Net-V5 | Dataset: region785, Window: 20, Horizon: 10, Ablation: none, Seed: 2 | MAE: 634.3526, RMSE: 1114.9890, PCC: 0.6307, R2: 0.3879
[20260204_185246] EpiSIG-Net-V5 | Dataset: region785, Window: 20, Horizon: 10, Ablation: none, Seed: 3 | MAE: 552.0020, RMSE: 993.5181, PCC: 0.7414, R2: 0.5140
[20260204_185329] EpiSIG-Net-V5 | Dataset: region785, Window: 20, Horizon: 10, Ablation: none, Seed: 3 | MAE: 552.0020, RMSE: 993.5181, PCC: 0.7414, R2: 0.5140
[20260204_185540] EpiSIG-Net-V5 | Dataset: region785, Window: 20, Horizon: 10, Ablation: none, Seed: 4 | MAE: 623.3892, RMSE: 1102.6480, PCC: 0.6451, R2: 0.4013
[20260204_185622] EpiSIG-Net-V5 | Dataset: region785, Window: 20, Horizon: 10, Ablation: none, Seed: 4 | MAE: 623.3892, RMSE: 1102.6480, PCC: 0.6451, R2: 0.4013
[20260204_190122] EpiSIG-Net-V5 | Dataset: region785, Window: 20, Horizon: 10, Ablation: none, Seed: 5 | MAE: 635.4237, RMSE: 1133.9153, PCC: 0.6439, R2: 0.3669
[20260204_190200] EpiSIG-Net-V5 | Dataset: region785, Window: 20, Horizon: 10, Ablation: none, Seed: 5 | MAE: 635.4237, RMSE: 1133.9153, PCC: 0.6439, R2: 0.3669
[20260204_190345] EpiSIG-Net-V5 | Dataset: region785, Window: 20, Horizon: 10, Ablation: none, Seed: 6 | MAE: 602.0023, RMSE: 997.6112, PCC: 0.7396, R2: 0.5100
[20260204_190424] EpiSIG-Net-V5 | Dataset: region785, Window: 20, Horizon: 10, Ablation: none, Seed: 6 | MAE: 602.0023, RMSE: 997.6112, PCC: 0.7396, R2: 0.5100
[20260204_190559] EpiSIG-Net-V5 | Dataset: region785, Window: 20, Horizon: 10, Ablation: none, Seed: 7 | MAE: 686.5859, RMSE: 1213.4389, PCC: 0.6093, R2: 0.2750
[20260204_190638] EpiSIG-Net-V5 | Dataset: region785, Window: 20, Horizon: 10, Ablation: none, Seed: 7 | MAE: 686.5859, RMSE: 1213.4389, PCC: 0.6093, R2: 0.2750
[20260204_190957] EpiSIG-Net-V5 | Dataset: region785, Window: 20, Horizon: 10, Ablation: none, Seed: 8 | MAE: 557.7730, RMSE: 940.4682, PCC: 0.7543, R2: 0.5645
[20260204_191035] EpiSIG-Net-V5 | Dataset: region785, Window: 20, Horizon: 10, Ablation: none, Seed: 8 | MAE: 557.7730, RMSE: 940.4682, PCC: 0.7543, R2: 0.5645
[20260204_191214] EpiSIG-Net-V5 | Dataset: region785, Window: 20, Horizon: 10, Ablation: none, Seed: 9 | MAE: 776.4799, RMSE: 1367.3164, PCC: 0.5081, R2: 0.0794
[20260204_191255] EpiSIG-Net-V5 | Dataset: region785, Window: 20, Horizon: 10, Ablation: none, Seed: 9 | MAE: 776.4799, RMSE: 1367.3164, PCC: 0.5081, R2: 0.0794
[20260204_191533] EpiSIG-Net-V5 | Dataset: region785, Window: 20, Horizon: 10, Ablation: none, Seed: 10 | MAE: 608.3248, RMSE: 1062.9586, PCC: 0.7112, R2: 0.4437
[20260204_191615] EpiSIG-Net-V5 | Dataset: region785, Window: 20, Horizon: 10, Ablation: none, Seed: 10 | MAE: 608.3248, RMSE: 1062.9586, PCC: 0.7112, R2: 0.4437
[20260204_191818] EpiSIG-Net-V5 | Dataset: region785, Window: 20, Horizon: 15, Ablation: none, Seed: 1 | MAE: 779.8575, RMSE: 1226.3088, PCC: 0.5129, R2: 0.2595
[20260204_191901] EpiSIG-Net-V5 | Dataset: region785, Window: 20, Horizon: 15, Ablation: none, Seed: 1 | MAE: 779.8575, RMSE: 1226.3088, PCC: 0.5129, R2: 0.2595
[20260204_192055] EpiSIG-Net-V5 | Dataset: region785, Window: 20, Horizon: 15, Ablation: none, Seed: 2 | MAE: 774.5708, RMSE: 1336.8831, PCC: 0.4817, R2: 0.1200
[20260204_192138] EpiSIG-Net-V5 | Dataset: region785, Window: 20, Horizon: 15, Ablation: none, Seed: 2 | MAE: 774.5708, RMSE: 1336.8831, PCC: 0.4817, R2: 0.1200
[20260204_192351] EpiSIG-Net-V5 | Dataset: region785, Window: 20, Horizon: 15, Ablation: none, Seed: 3 | MAE: 735.5994, RMSE: 1270.2093, PCC: 0.5400, R2: 0.2056
[20260204_192430] EpiSIG-Net-V5 | Dataset: region785, Window: 20, Horizon: 15, Ablation: none, Seed: 3 | MAE: 735.5994, RMSE: 1270.2093, PCC: 0.5400, R2: 0.2056
[20260204_192600] EpiSIG-Net-V5 | Dataset: region785, Window: 20, Horizon: 15, Ablation: none, Seed: 4 | MAE: 749.1127, RMSE: 1287.1490, PCC: 0.5189, R2: 0.1842
[20260204_192639] EpiSIG-Net-V5 | Dataset: region785, Window: 20, Horizon: 15, Ablation: none, Seed: 4 | MAE: 749.1127, RMSE: 1287.1490, PCC: 0.5189, R2: 0.1842
[20260204_192822] EpiSIG-Net-V5 | Dataset: region785, Window: 20, Horizon: 15, Ablation: none, Seed: 5 | MAE: 762.9437, RMSE: 1295.0035, PCC: 0.4997, R2: 0.1742
[20260204_192902] EpiSIG-Net-V5 | Dataset: region785, Window: 20, Horizon: 15, Ablation: none, Seed: 5 | MAE: 762.9437, RMSE: 1295.0035, PCC: 0.4997, R2: 0.1742
[20260204_193049] EpiSIG-Net-V3 | Dataset: region785, Window: 20, Horizon: 3, Ablation: none, Seed: 1 | MAE: 355.6871, RMSE: 685.4505, PCC: 0.8803, R2: 0.7687
[20260204_193059] EpiSIG-Net-V5 | Dataset: region785, Window: 20, Horizon: 15, Ablation: none, Seed: 6 | MAE: 714.0363, RMSE: 1177.5218, PCC: 0.5726, R2: 0.3173
[20260204_193118] EpiSIG-Net-V5 | Dataset: region785, Window: 20, Horizon: 15, Ablation: none, Seed: 6 | MAE: 714.0363, RMSE: 1177.5218, PCC: 0.5726, R2: 0.3173
[20260204_193132] EpiSIG-Net-V3 | Dataset: region785, Window: 20, Horizon: 3, Ablation: none, Seed: 1 | MAE: 355.6871, RMSE: 685.4505, PCC: 0.8803, R2: 0.7687
[20260204_193154] EpiSIG-Net-V3 | Dataset: region785, Window: 20, Horizon: 3, Ablation: none, Seed: 2 | MAE: 373.9832, RMSE: 728.8038, PCC: 0.8618, R2: 0.7385
[20260204_193207] EpiSIG-Net-V5 | Dataset: region785, Window: 20, Horizon: 15, Ablation: none, Seed: 7 | MAE: 704.1800, RMSE: 1261.9147, PCC: 0.6041, R2: 0.2159
[20260204_193226] EpiSIG-Net-V5 | Dataset: region785, Window: 20, Horizon: 15, Ablation: none, Seed: 7 | MAE: 704.1800, RMSE: 1261.9147, PCC: 0.6041, R2: 0.2159
[20260204_193237] EpiSIG-Net-V3 | Dataset: region785, Window: 20, Horizon: 3, Ablation: none, Seed: 2 | MAE: 360.8567, RMSE: 675.7272, PCC: 0.8814, R2: 0.7752
[20260204_193244] EpiSIG-Net-V3 | Dataset: region785, Window: 20, Horizon: 3, Ablation: none, Seed: 3 | MAE: 380.3449, RMSE: 737.9253, PCC: 0.8644, R2: 0.7319
[20260204_193321] EpiSIG-Net-V5 | Dataset: region785, Window: 20, Horizon: 15, Ablation: none, Seed: 8 | MAE: 738.8649, RMSE: 1199.0172, PCC: 0.5525, R2: 0.2921
[20260204_193326] EpiSIG-Net-V3 | Dataset: region785, Window: 20, Horizon: 3, Ablation: none, Seed: 3 | MAE: 324.1839, RMSE: 652.5648, PCC: 0.8904, R2: 0.7903
[20260204_193339] EpiSIG-Net-V5 | Dataset: region785, Window: 20, Horizon: 15, Ablation: none, Seed: 8 | MAE: 738.8649, RMSE: 1199.0172, PCC: 0.5525, R2: 0.2921
[20260204_193414] EpiSIG-Net-V3 | Dataset: region785, Window: 20, Horizon: 3, Ablation: none, Seed: 4 | MAE: 348.5689, RMSE: 684.0792, PCC: 0.8836, R2: 0.7696
[20260204_193450] EpiSIG-Net-V3 | Dataset: region785, Window: 20, Horizon: 3, Ablation: none, Seed: 5 | MAE: 431.5149, RMSE: 786.9474, PCC: 0.8341, R2: 0.6951
[20260204_193507] EpiSIG-Net-V5 | Dataset: region785, Window: 20, Horizon: 15, Ablation: none, Seed: 9 | MAE: 706.1364, RMSE: 1222.3309, PCC: 0.5644, R2: 0.2643
[20260204_193526] EpiSIG-Net-V5 | Dataset: region785, Window: 20, Horizon: 15, Ablation: none, Seed: 9 | MAE: 706.1364, RMSE: 1222.3309, PCC: 0.5644, R2: 0.2643
[20260204_193533] EpiSIG-Net-V3 | Dataset: region785, Window: 20, Horizon: 3, Ablation: none, Seed: 5 | MAE: 395.3930, RMSE: 762.4264, PCC: 0.8453, R2: 0.7138
[20260204_193538] EpiSIG-Net-V3 | Dataset: region785, Window: 20, Horizon: 3, Ablation: none, Seed: 6 | MAE: 352.0465, RMSE: 666.4884, PCC: 0.8846, R2: 0.7813
[20260204_193617] EpiSIG-Net-V5 | Dataset: region785, Window: 20, Horizon: 15, Ablation: none, Seed: 10 | MAE: 767.9185, RMSE: 1142.3673, PCC: 0.6085, R2: 0.3574
[20260204_193620] EpiSIG-Net-V3 | Dataset: region785, Window: 20, Horizon: 3, Ablation: none, Seed: 6 | MAE: 337.3086, RMSE: 647.4542, PCC: 0.8912, R2: 0.7936
[20260204_193629] EpiSIG-Net-V3 | Dataset: region785, Window: 20, Horizon: 3, Ablation: none, Seed: 7 | MAE: 330.7985, RMSE: 652.4991, PCC: 0.8943, R2: 0.7904
[20260204_193634] EpiSIG-Net-V5 | Dataset: region785, Window: 20, Horizon: 15, Ablation: none, Seed: 10 | MAE: 767.9185, RMSE: 1142.3673, PCC: 0.6085, R2: 0.3574
[20260204_193709] EpiSIG-Net-V3 | Dataset: region785, Window: 20, Horizon: 3, Ablation: none, Seed: 7 | MAE: 345.2776, RMSE: 675.8648, PCC: 0.8953, R2: 0.7751
[20260204_193712] EpiSIG-Net-V3 | Dataset: region785, Window: 20, Horizon: 3, Ablation: none, Seed: 8 | MAE: 815.3735, RMSE: 1439.4819, PCC: 0.4355, R2: -0.0203
[20260204_193751] EpiSIG-Net-V3 | Dataset: region785, Window: 20, Horizon: 3, Ablation: none, Seed: 9 | MAE: 332.1774, RMSE: 680.2421, PCC: 0.8964, R2: 0.7722
[20260204_193752] EpiSIG-Net-V3 | Dataset: region785, Window: 20, Horizon: 3, Ablation: none, Seed: 8 | MAE: 405.4351, RMSE: 784.2569, PCC: 0.8397, R2: 0.6971
[20260204_193833] EpiSIG-Net-V3 | Dataset: region785, Window: 20, Horizon: 3, Ablation: none, Seed: 9 | MAE: 332.1774, RMSE: 680.2421, PCC: 0.8964, R2: 0.7722
[20260204_193845] EpiSIG-Net-V3 | Dataset: region785, Window: 20, Horizon: 3, Ablation: none, Seed: 10 | MAE: 354.3158, RMSE: 667.5184, PCC: 0.8843, R2: 0.7806
[20260204_193927] EpiSIG-Net-V3 | Dataset: region785, Window: 20, Horizon: 3, Ablation: none, Seed: 10 | MAE: 368.6095, RMSE: 682.8467, PCC: 0.8786, R2: 0.7704
[20260204_193931] EpiSIG-Net-V3 | Dataset: region785, Window: 20, Horizon: 5, Ablation: none, Seed: 1 | MAE: 658.6914, RMSE: 1224.8493, PCC: 0.7619, R2: 0.2613
[20260204_194013] EpiSIG-Net-V3 | Dataset: region785, Window: 20, Horizon: 5, Ablation: none, Seed: 1 | MAE: 474.5859, RMSE: 917.9809, PCC: 0.8025, R2: 0.5851
[20260204_194021] EpiSIG-Net-V3 | Dataset: region785, Window: 20, Horizon: 5, Ablation: none, Seed: 2 | MAE: 525.9100, RMSE: 1008.2431, PCC: 0.7863, R2: 0.4995
